First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Average cgpa=,8.038475685
Ankita,ankita@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2024,Siuri,7.9,7,0-2 Lakh,18,no,,
Hemant,hemant@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,,Students,2023,Titagrah,7.2,3,0-2 Lakh,9,no,,
Ritik ,ritik@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2023,Orchha,7.1,4,0-2 Lakh,8,no,,
Snehal,snehal@xyz.com,1,Art of Resume Building,Attending,G H Raisoni institut of engineering and technology pune,Whatsapp,,Students,2025,Sagar,8.7,4,0-2 Lakh,8,yes,,
Vedant,vedant@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Whatsapp,,Students,2024,Satna,8.7,7,0-2 Lakh,8,no,,
Philip,philip@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Email,,Students,2026,Vidisha,6.8,5,0-2 Lakh,6,no,,
vaibhav,vaibhav@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Email | Cloud Counselage Website,,Students,2023,Akola,7.1,7,0-2 Lakh,7,no,,
Riya,riya@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Email,,Students,2023,Aurangabad,8.5,3,0-2 Lakh,7,no,,
Priyanka,priyanka@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Email,,Students,2025,Bhandara,9.1,7,0-2 Lakh,28,yes,,
Vishal,vishal@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Others,College,Students,2023,Dhule,8.2,3,0-2 Lakh,7,yes,,
Payal ,payal@xyz.com,1,Art of Resume Building,Attending,NA,Email,,Students,2023,Mumbai,7.4,5,0-2 Lakh,8,yes,,
akanksha,akanksha@xyz.com,1,Art of Resume Building,Attending,NA,Email,,Students,2023,Nagpur,7.3,5,0-2 Lakh,11,no,,
Pooja,pooja@xyz.com,1,Art of Resume Building,Attending,NA,Email,,Students,2025,Nanded,8.6,7,0-2 Lakh,20,no,,
Ajinkya,ajinkya@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,,Students,2025,Amritsar,7.8,3,0-2 Lakh,7,no,,
Sapana,sapana@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,,Students,2024,Patiala,7.9,7,0-2 Lakh,9,no,,
AKANKSHA,akanksha@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,,Students,2026,Ajmer,8.1,7,0-2 Lakh,8,yes,,
MAHESH,mahesh@xyz.com,1,Art of Resume Building,Attending,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Email,,Students,2023,Amer,9.5,4,0-2 Lakh,9,no ,,
Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Whatsapp,,Students,2025,Barmer,9.8,3,0-2 Lakh,13,no ,,
Shruti,shruti@xyz.com,1,Art of Resume Building,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,,Students,2026,Jodhpur,7.2,4,0-2 Lakh,20,no,,
Sunny,sunny@xyz.com,1,Art of Resume Building,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,,Students,2023,Kota,9.5,4,0-2 Lakh,20,yes,,
kajal ,kajal@xyz.com,1,Art of Resume Building,Attending,St Xavier's College ,Whatsapp,,Students,2025,Sikar,8.4,4,0-2 Lakh,16,no,,
Sanika,sanika@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Email,,Students,2023,Ahemdabad,9.9,7,0-2 Lakh,16,no,,
Shruti,shruti@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Email,,Students,2024,Dwarka,6.7,7,0-2 Lakh,9,no,,
Omkar,omkar@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Email,,Students,2025,Godhra,7.6,3,0-2 Lakh,7,yes,,
Snehal,snehal@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,,Students,2023,Jamnagar,8.3,7,0-2 Lakh,8,yes,,
Louis,louis@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Facebook,,Students,2023,Junagadh,6.3,4,0-2 Lakh,6,no ,,
Manisha,manisha@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,,Students,2026,Kheda,8.9,4,0-2 Lakh,8,no ,,
Rahul,rahul@xyz.com,1,Art of Resume Building,Attending,G H Raisoni institut of engineering and technology pune,Others,College,Students,2025,Morbi,9.5,5,0-2 Lakh,21,yes,,
Parag,parag@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Cloud Counselage Website,,Students,2024,Nadiad,8.5,4,0-2 Lakh,5,yes,,
ANKITA,ankita@xyz.com,1,Art of Resume Building,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,,Students,2024,Navsari,8.5,5,0-2 Lakh,21,no,,
Dhanashri,dhanashri@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp | Email,,Students,2023,Okha,8.8,4,0-2 Lakh,23,no,,
Ayushi,ayushi@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Whatsapp,,Students,2025,Rajkot,7.9,4,0-2 Lakh,9,no,,
Raghav,raghav@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Whatsapp,,Students,2025,Valsad,8.3,5,0-2 Lakh,5,no,,
Chetan,chetan@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Whatsapp,,Students,2024,Ambala,6.4,4,0-2 Lakh,8,no,,
Shruti,shruti@xyz.com,1,Art of Resume Building,Attending,Late G. N. Sapkal College Of Engineering,Whatsapp,,Students,2026,Chandigarh,7.5,7,0-2 Lakh,19,no,,
Sharvari,sharvari@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,,Students,2024,Faridabad,7.7,4,0-2 Lakh,18,no,,
Tejas,tejas@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,,Students,2025,Jind,7.9,5,0-2 Lakh,8,yes,,
Sonal,sonal@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,,Students,2025,Kaithal,7.7,5,0-2 Lakh,9,no ,,
YASH,yash@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Whatsapp,,Students,2026,Agartala,9.2,3,0-2 Lakh,17,yes,,
Amey,amey@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,,Students,2024,Agra,7.6,5,0-2 Lakh,13,yes,,
Yash,yash@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,,Students,2025,Ghazipur,6.9,7,0-2 Lakh,19,no,,
Rutuja,rutuja@xyz.com,1,Art of Resume Building,Attending,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Others,College,Students,2024,Ghaziabad,9.2,3,0-2 Lakh,18,yes,,
Yash,yash@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Whatsapp,,Students,2025,Gonda,6.9,7,0-2 Lakh,12,no,,
Monika,monika@xyz.com,1,Art of Resume Building,Attending,Silicon Institute of Technology,Youtube,,Students,2024,Budaun,7.5,5,0-2 Lakh,7,no,,
Yogesh ,yogesh@xyz.com,1,Art of Resume Building,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,,Students,2023,Jhansi,6.9,4,0-2 Lakh,13,yes,,
Gouri,gouri@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Cloud Counselage Website,,Students,2023,Mainpuri,6.7,5,0-2 Lakh,6,yes,,
Samiksha,samiksha@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,,Students,2026,Alipore,9,4,0-2 Lakh,15,no,,
SIDDHESH,siddhesh@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,,Students,2024,Haora,7.2,7,0-2 Lakh,17,no,,
Pallavi,pallavi@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Cloud Counselage Website,,Students,2025,Hugli,6.5,5,0-2 Lakh,13,no,,
Somnath,somnath@xyz.com,1,Art of Resume Building,Attending,G H Raisoni institut of engineering and technology pune,LinkedIn | Email,,Students,2023,Kolkata,6.6,5,0-2 Lakh,11,no,,
Sayali,sayali@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Others,College,Students,2024,Malda,9.5,4,0-2 Lakh,12,no,,
Chetan,chetan@xyz.com,1,Art of Resume Building,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,,Students,2023,Palashi,8.1,4,0-2 Lakh,10,no,,
Santosh,santosh@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp,,Students,2024,Santipur,9.7,4,0-2 Lakh,10,no,,
Sakshi,sakshi@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp,,Students,2023,Silguri,9.1,3,0-2 Lakh,15,yes,,
Sudhir,sudhir@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Whatsapp,,Students,2025,Talmuk,7.8,4,0-2 Lakh,20,no ,,
VAIBHAVI,vaibhavi@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,,Students,2024,Siuri,8.5,7,0-2 Lakh,9,yes,,
Shweta,shweta@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Youtube | Email,,Students,2023,Titagrah,8.7,4,0-2 Lakh,9,no,,
revati,revati@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,,Students,2023,Orchha,8.3,4,0-2 Lakh,8,no,,
Manisha,manisha@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Others,College,Students,2025,Sagar,9.4,5,0-2 Lakh,7,no,,
Pooja,pooja@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,,Students,2026,Satna,8.6,7,0-2 Lakh,21,yes,,
Sandesh,sandesh@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website,,Students,2025,Ujjain,8.5,7,0-2 Lakh,5,no,,
Pradnya ,pradnya@xyz.com,1,Art of Resume Building,Attending,AP SHAH INSTITUTE OF TECHNOLOGY ,Email,,Students,2024,Akola,7.7,5,0-2 Lakh,21,no,,
Suhas,suhas@xyz.com,1,Art of Resume Building,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,,Students,2023,Aurangabad,7.5,5,0-2 Lakh,8,no,,
Apurva,apurva@xyz.com,1,Art of Resume Building,Attending,Pillai College of Engineering New Panvel,Youtube,,Students,2023,Bhandara,7.2,5,0-2 Lakh,7,no,,
Vaishnavi ,vaishnavi@xyz.com,1,Art of Resume Building,Attending,St Xavier's College ,Whatsapp,,Students,2025,Bhsawal,7.6,7,0-2 Lakh,20,yes,,
Mayur,mayur@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Cloud Counselage Website,,Students,2024,Bid,7.3,5,0-2 Lakh,9,yes,,
Ramita,ramita@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Facebook,,Students,2024,Jalgaon,6.6,7,0-2 Lakh,17,yes,,
Bhushan,bhushan@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Others,College,Students,2023,Thane,8.5,7,0-2 Lakh,21,no,,
Ganesh,ganesh@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Others,College,Students,2024,Navi Mumbai,7.7,5,0-2 Lakh,8,no,,
DHRUV,dhruv@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Email | Cloud Counselage Website,,Students,2025,Nagpur,7.9,5,0-2 Lakh,8,yes,,
yash,yash@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Facebook | Whatsapp,,Students,2023,Nanded,7.1,4,0-2 Lakh,7,no,,
Abhay,abhay@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Email,,Students,2023,Amritsar,7.7,3,0-2 Lakh,21,no,,
Shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Whatsapp,,Students,2024,Patiala,8,7,0-2 Lakh,30,no,,
Manan,manan@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,,Students,2026,Sangrur,6.5,5,0-2 Lakh,24,no,,
Suraj,suraj@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Email,,Students,2024,Jaipur,9.3,3,0-2 Lakh,18,yes,,
Kalyani,kalyani@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp,,Students,2023,Jalor,6.9,7,0-2 Lakh,9,yes,,
Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,,Whatsapp | Others,College,Students,2026,Jodhpur,8.3,7,0-2 Lakh,8,no,,
sarthak,sarthak@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Email,,Students,2023,Sikar,9.5,3,0-2 Lakh,8,no,,
Pratik ,pratik@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2024,Ahemdabad,9.6,5,0-2 Lakh,9,no,,
Asis ,asis@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2023,Amreli,7.5,4,0-2 Lakh,9,no,,
Shivani ,shivani@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Others,Friends,Students,2024,Dwarka,7.9,3,0-2 Lakh,17,no,,
Prathamesh,prathamesh@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Email | Cloud Counselage Website,,Students,2023,Jamnagar,9.6,7,0-2 Lakh,19,yes,,
Swapnil,swapnil@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2025,Junagadh,9.1,3,0-2 Lakh,15,yes,,
Sushant,sushant@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Kheda,7.3,4,0-2 Lakh,19,no ,,
Sharvari,sharvari@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Others,College,Students,2024,Nadiad,7.6,4,0-2 Lakh,12,yes,,
aman,aman@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Youtube | Whatsapp,,Students,2023,Navsari,8,4,0-2 Lakh,23,yes,,
Archana,archana@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Others,College,Students,2025,Rajkot,9.1,5,0-2 Lakh,9,no,,
Gauri,gauri@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Cloud Counselage Website,,Students,2025,Surat,6.7,7,0-2 Lakh,7,no,,
Rahul,rahul@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp,,Students,2024,Faridabad,9.2,5,0-2 Lakh,22,no,,
Pramod,pramod@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Email,,Students,2023,Kunrool,7.9,5,0-2 Lakh,6,no,,
Vitthal,vitthal@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Email,,Students,2024,Tirupati,7.3,3,0-2 Lakh,9,no,,
Snehal,snehal@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,,Students,2025,Guwahati,9.1,5,0-2 Lakh,17,no ,,
Shubhangi,shubhangi@xyz.com,1,Art of Resume Building,Attending,wilson college ,Others,College,Students,2026,Nagaon,6.9,4,0-2 Lakh,19,no ,,
Aniket,aniket@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Tezpur,8.4,3,0-2 Lakh,13,yes,,
Apurva,apurva@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Others,,Students,2024,Sivasagar,6.7,7,0-2 Lakh,11,yes,,
Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Burani,9.2,3,0-2 Lakh,12,no,,
Mayuri,mayuri@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp | Others,College,Students,2024,Dehri,7.3,4,0-2 Lakh,10,no,,
Sukanya,sukanya@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2025,Chapra,7.9,7,0-2 Lakh,10,no,,
Shubhangi ,shubhangi@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Youtube | Whatsapp,,Students,2025,Darbhanga,9.9,5,0-2 Lakh,10,yes,,
Archana ,archana@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Youtube | Whatsapp | Email,,Students,2026,Gaya,7.6,4,0-2 Lakh,15,no,,
Anuja,anuja@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Others,College,Students,2024,Haijipur,9.3,5,0-2 Lakh,12,no,,
OMKAR,omkar@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Jamalpur,6.4,4,0-2 Lakh,20,no,,
Sudarshan,sudarshan@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp | Email,,Students,2023,Kaithar,8.4,7,0-2 Lakh,21,no,,
Priyanka,priyanka@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Whatsapp | Others,College,Students,2025,Munger,7.8,3,0-2 Lakh,9,yes,,
Dipak,dipak@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2025,Patna,8.7,3,0-2 Lakh,8,yes,,
Omkar,omkar@xyz.com,1,Art of Resume Building,Attending,wilson college ,Whatsapp,,Students,2026,Siwan,8,5,0-2 Lakh,5,yes,,
Manasi,manasi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Youtube | Email,,Students,2024,Chandigarh,8.5,7,0-2 Lakh,16,yes,,
Manali,manali@xyz.com,1,Art of Resume Building,Attending,,Whatsapp,,Students,2025,Bhilai,9.1,7,0-2 Lakh,19,no,,
Sushmita ,sushmita@xyz.com,1,Art of Resume Building,Attending,d y patil institute of mca and management akurdi pune,Cloud Counselage Website,,Students,2024,Durg,9.7,5,0-2 Lakh,7,no,,
Harshal,harshal@xyz.com,1,Art of Resume Building,Attending,ap shah institute of technology ,Whatsapp,,Students,2023,Raipur,8.7,7,0-2 Lakh,20,yes,,
saurabh,saurabh@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2025,Daman,6.5,5,0-2 Lakh,9,no,,
Gayatri,gayatri@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Whatsapp,,Students,2024,Silvassa,9.3,4,0-2 Lakh,24,no,,
Rucha,rucha@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Delhi,7.6,5,0-2 Lakh,17,no,,
Suvarna,suvarna@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2023,New Delhi,6.5,7,0-2 Lakh,11,no,,
Rutuja,rutuja@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2024,Panji,8.7,4,0-2 Lakh,21,yes,,
Kiran,kiran@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2025,Madgaon,9.1,4,0-2 Lakh,8,yes,,
Shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2023,Amreli,7.3,4,0-2 Lakh,8,no ,,
Monika,monika@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2026,Godhra,7.1,7,0-2 Lakh,25,yes,,
Rohit,rohit@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Whatsapp | Email,,Students,2025,Kheda,9.9,7,0-2 Lakh,24,no,,
Ayush,ayush@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2025,Morbi,9.3,5,0-2 Lakh,8,yes,,
Vipul ,vipul@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2023,Nadiad,7.1,4,0-2 Lakh,19,no,,
Nisha,nisha@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,,Students,2024,Navsari,7.5,3,0-2 Lakh,21,no,,
Ketan,ketan@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Rajkot,7.4,3,0-2 Lakh,18,no,,
Pratiksha,pratiksha@xyz.com,1,Art of Resume Building,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2023,Valsad,7.4,3,0-2 Lakh,8,yes,,
Aishwarya,aishwarya@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Email,,Students,2024,Faridabad,9.7,5,0-2 Lakh,8,no ,,
Pooja,pooja@xyz.com,1,Art of Resume Building,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Others,College,Students,2024,Gurugram,7.9,7,0-2 Lakh,6,yes,,
Simran,simran@xyz.com,1,Art of Resume Building,Attending,silicon institute of technology,Others,College,Students,2023,Hisar,7.2,5,0-2 Lakh,7,yes,,
Aryan,aryan@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Others,College,Students,2023,Jind,7.1,4,0-2 Lakh,7,no,,
Sushmita,sushmita@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Others,College,Students,2024,Rewari,6.8,4,0-2 Lakh,6,no,,
Kalyani ,kalyani@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2023,Rohtak,7.1,7,0-2 Lakh,7,no,,
Purva,purva@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2024,Kangra,6.7,3,0-2 Lakh,6,yes,,
Sonal,sonal@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Hamirpur,6.7,7,0-2 Lakh,8,yes,,
Pravin,pravin@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Shimla,8.7,3,0-2 Lakh,5,yes,,
